,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
380,57836,I am a developer by profession,"Employed, full-time;Student, part-time",Fully remote,Freelance/contract work;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,4,,"Developer, full-stack;Student;Developer, mobile",,,Start a free trial;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,South Africa,,,,C;C#;Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA,C#;Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server;MongoDB;SQLite,Microsoft SQL Server;MongoDB;SQLite,AWS;Firebase;Google Cloud;Heroku;Microsoft Azure,Firebase;Google Cloud;Microsoft Azure,ASP.NET;ASP.NET Core ;Blazor;Express;Gatsby;jQuery;Next.js;Node.js;React.js,ASP.NET;ASP.NET Core ;Blazor;Express;Gatsby;jQuery;Next.js;Node.js;React.js,Flutter;React Native;Xamarin,Flutter,Docker;npm,npm,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,Microsoft Planner,Microsoft Planner,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Collectives on Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,African;Black,None of the above,None of the above,Yes,Independent contributor,3.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Just right,DevOps function;Developer portal or other central places to find tools/services;Observability tools,No,No,No,Too long,Neither easy nor difficult,
381,57909,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media,,,30,25,"Developer, back-end;Developer, desktop or enterprise applications","5,000 to 9,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,,Monthly,C#;Delphi;Java,C#;Delphi;Java,IBM DB2;Microsoft SQL Server;PostgreSQL;SQLite,IBM DB2;Microsoft SQL Server;PostgreSQL;SQLite,AWS;Microsoft Azure,AWS;Microsoft Azure,Angular;Blazor,Angular;Blazor,,,Docker,Docker,"IntelliJ;RAD Studio (Delphi, C++ Builder);Visual Studio;Xcode","IntelliJ;RAD Studio (Delphi, C++ Builder);Visual Studio",Linux-based;macOS;Windows,Windows,Git;SVN,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management,Jira Work Management,Microsoft Teams,Microsoft Teams,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,Yes,Independent contributor,27.0,Strongly agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Very long,DevOps function;Microservices;Automated testing,Yes,No,No,Appropriate in length,Easy,
382,57910,I am a developer by profession,"Independent contractor, freelancer, or self-employed;Employed, part-time",Fully remote,School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc)",,,10,2,"Developer, full-stack;Academic researcher",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,12500.0,Monthly,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,C;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Neo4j,DigitalOcean,,Angular;Angular.js;jQuery;Node.js,,Ionic,,Docker;Homebrew;Pulumi,,Android Studio;Atom;Notepad++;Vim;Visual Studio,Atom;Vim,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows,Git,Code editor;Command-line,,,,,,,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,18-24 years old,Man,No,Straight / Heterosexual,European,None of the above,Prefer not to say,Yes,Independent contributor,2.0,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Somewhat short,None of these,Yes,Yes,No,Appropriate in length,Neither easy nor difficult,9480.0
383,57911,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Bootstrapping a business,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;Online books;How-to videos,Coursera;Udemy,30,15,"Developer, full-stack;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Designer",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,,,Assembly;C;Delphi,Delphi,MariaDB;SQLite,,,,,,,,,,"RAD Studio (Delphi, C++ Builder)",,Windows,Linux-based;Windows;Other (please specify):,Git;SVN,Command-line;Dedicated version control GUI application,,,,,Zoom,,Favorable,Stack Overflow,A few times per month or weekly,No,,Neutral,55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
384,57927,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Online books;Online forum;How-to videos,,35,32,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer",2 to 9 employees,I have some influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,120000.0,Monthly,Delphi;JavaScript;SQL,Delphi;JavaScript;SQL,Microsoft SQL Server,Microsoft SQL Server,,,jQuery,jQuery,,,,,"RAD Studio (Delphi, C++ Builder)","RAD Studio (Delphi, C++ Builder)",Windows,Windows,I don't use one,,,,,,Zoom,Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",55-64 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,Independent contributor,32.0,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Never,1-2 times a week,Never,15-30 minutes a day,15-30 minutes a day,,DevOps function,No,No,Yes,Appropriate in length,Easy,91032.0
385,57979,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Online books;Video-based Online Courses;How-to videos,,15,5,"Developer, full-stack;Database administrator",20 to 99 employees,I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,22000.0,Monthly,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;Python;Rust,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;Python;Rust,MySQL,MySQL,Google Cloud,Google Cloud,,,,,Docker,Docker,Nano;Notepad++;Visual Studio Code,Nano;Notepad++;Visual Studio Code,Windows,Linux-based;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Google Chat,Google Chat,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,13.0,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,10+ times a week,1-2 times a week,Less than 15 minutes a day,30-60 minutes a day,Somewhat short,None of these,Yes,No,Yes,Appropriate in length,Easy,16692.0
386,57980,I am learning to code,"Employed, full-time",Full in-person,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague",Technical documentation;Written Tutorials;Stack Overflow;Video-based Online Courses,Udemy;Codecademy,1,,"Developer, front-end",,,Start a free trial;Visit developer communities like Stack Overflow,South Africa,,,,Bash/Shell;JavaScript;TypeScript,Bash/Shell;C#;JavaScript;Python;TypeScript,,,,,Node.js;React.js;Vue.js,Node.js;React.js;Svelte;Vue.js,Capacitor;Cordova;Ionic,,npm;Yarn,npm;Unity 3D;Unreal Engine;Yarn,Visual Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,Jira Work Management,Jira Work Management,Slack;Zoom,Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,White;European;African,None of the above,None of the above,Yes,Independent contributor,1.0,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Agree,10+ times a week,Never,Never,60-120 minutes a day,Less than 15 minutes a day,Very long,None of these,No,No,Yes,Appropriate in length,Easy,
387,57993,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Coding sessions (live or recorded)",,41,34,"Developer, front-end;Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Developer, embedded applications or devices;Project manager;Cloud infrastructure engineer;Data or business analyst;Designer;Product manager;Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,,,C;Delphi;HTML/CSS;Python;SQL,C;Delphi;HTML/CSS;Python;SQL,Microsoft SQL Server;MySQL;SQLite,Microsoft SQL Server;MySQL;PostgreSQL,DigitalOcean;Managed Hosting,Managed Hosting,,,NumPy;Pandas,NumPy;Pandas,,,Android Studio;NetBeans;PyCharm;Vim;Visual Studio Code,Android Studio;NetBeans;PyCharm;Vim;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,,,Zoom,Zoom,Indifferent,Stack Overflow,A few times per week,No,,"No, not really",55-64 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
388,58154,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);Colleague",,,13,9,"Developer, front-end;Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,80000.0,Monthly,C#;HTML/CSS;JavaScript;TypeScript,C#;Go;SQL,Microsoft SQL Server,Microsoft SQL Server;PostgreSQL;Redis,Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;Node.js,Angular;ASP.NET Core ;Vue.js,.NET,.NET;Xamarin,npm,Chef;Docker;Kubernetes,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Windows,Git,Version control hosting service web GUI;Dedicated version control GUI application,,,,,Microsoft Teams;Slack;Zoom,Microsoft Teams,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White,,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,60696.0
389,58340,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Coursera;Udemy;Codecademy;Udacity,30,25,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Designer","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,South Africa,ZAR	South African rand,,Monthly,Delphi;Python,Delphi;Python,PostgreSQL;SQLite,PostgreSQL;SQLite,AWS,AWS,,,NumPy;Pandas,NumPy;Pandas,npm,,"IntelliJ;RAD Studio (Delphi, C++ Builder);Visual Studio Code","IntelliJ;RAD Studio (Delphi, C++ Builder);Visual Studio Code",Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Stack Overflow for Teams,Stack Overflow for Teams,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
390,58385,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Certification videos,,28,28,"Developer, full-stack;Developer, back-end;Database administrator;Cloud infrastructure engineer;System administrator",2 to 9 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,700000.0,Yearly,HTML/CSS;JavaScript;PHP;SQL,C;HTML/CSS;JavaScript;PHP;Python;Rust;SQL,MySQL;Redis,MySQL;Redis,Oracle Cloud Infrastructure,Microsoft Azure;Oracle Cloud Infrastructure,jQuery,,,,Docker,Docker;Homebrew;Kubernetes,Nano;NetBeans;Visual Studio Code,Nano;NetBeans;PyCharm;Visual Studio Code,Linux-based;macOS,macOS,Git,Command-line;Dedicated version control GUI application,,,Asana,Asana,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow,Multiple times per day,No,,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White;African,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,28.0,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,Never,60-120 minutes a day,60-120 minutes a day,Just right,None of these,Yes,No,Yes,Appropriate in length,Easy,44253.0
391,58500,"I used to be a developer by profession, but no longer am",Retired,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",,,44,41,,,,Start a free trial,South Africa,,,,Delphi;JavaScript,Delphi;JavaScript,,,,,,,,,,,"RAD Studio (Delphi, C++ Builder)","Android Studio;RAD Studio (Delphi, C++ Builder)",,Windows,I don't use one,,,,,,,,Indifferent,Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,55-64 years old,Man,No,Straight / Heterosexual,African,I am unable to / find it difficult to walk or stand without assistance,"Or, in your own words:",,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
392,58886,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp",Stack Overflow;Online books;Video-based Online Courses;How-to videos,Udemy;Other,2,2,"Developer, front-end;Developer, full-stack;Developer, back-end",I don’t know,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,,Monthly,HTML/CSS;Java;JavaScript;PHP;SQL,C#;TypeScript,Microsoft SQL Server;MongoDB;MySQL,Microsoft SQL Server;MySQL;Firebase Realtime Database,Heroku,AWS;Firebase,jQuery;Laravel;Node.js;React.js,Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Vue.js,.NET,.NET;Spring,Docker;Homebrew;npm;Yarn,Docker;npm;Yarn,Atom;Eclipse;NetBeans;Notepad++;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,macOS,macOS;Windows,Git,Code editor;Command-line,,,ClickUp,ClickUp,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Indifferent,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,I am deaf / hard of hearing,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
